bus,tech,gid,year,level,latitude,longitude,area,baskv,bus_name,ord,isbb,isei,islf,ispoi,iso
104162,Solar,570,2046,685.7406844,42.830541134,-71.4834224719999,101,345.0,EAGLE,6,0,0.0,0,0,ISONE
104162,Solar,570,2051,685.7406844,42.830541134,-71.4834224719999,101,345.0,EAGLE,6,0,0.0,0,0,ISONE
104167,Wind,911,2051,276.0,42.37361625,-72.5069978439999,101,345.0,AMHERST,6,0,0.0,0,0,ISONE
104175,Solar,571,2041,656.7641605,42.8002294570001,-72.1483631259999,101,345.0,FITZWILLIAM,6,0,0.0,0,0,ISONE
104175,Solar,571,2046,656.7641605,42.8002294570001,-72.1483631259999,101,345.0,FITZWILLIAM,6,0,0.0,0,0,ISONE
104175,Solar,571,2051,656.7641605,42.8002294570001,-72.1483631259999,101,345.0,FITZWILLIAM,6,0,0.0,0,0,ISONE
104175,Wind,912,2046,630.0,42.8002294570001,-72.1483631259999,101,345.0,FITZWILLIAM,6,0,0.0,0,0,ISONE
104175,Wind,912,2051,630.0,42.8002294570001,-72.1483631259999,101,345.0,FITZWILLIAM,6,0,0.0,0,0,ISONE
104494,Solar,572,2046,17.090331533857615,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
104494,Solar,572,2051,2459.4821156,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
104494,Wind,913,2051,510.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
106012,Solar,573,2051,747.3047344,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
107010,Solar,574,2051,1195.966719836,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
107010,Wind,915,2051,1212.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
107020,Solar,575,2046,448.0578606396438,43.633701967,-73.0576893529999,101,345.0,WEST RUTLAND,6,0,0.0,0,0,ISONE
107020,Solar,575,2051,1381.750092403,43.633701967,-73.0576893529999,101,345.0,WEST RUTLAND,6,0,0.0,0,0,ISONE
107020,Wind,916,2051,672.0,43.633701967,-73.0576893529999,101,345.0,WEST RUTLAND,6,0,0.0,0,0,ISONE
107030,Solar,576,2041,286.61108649968054,44.1192301367207,-73.1653339326911,101,345.0,NEW HAVEN,6,0,0.0,0,0,ISONE
107030,Solar,576,2046,1898.3056673366732,44.1192301367207,-73.1653339326911,101,345.0,NEW HAVEN,6,0,0.0,0,0,ISONE
107030,Solar,576,2051,3473.4833700300005,44.1192301367207,-73.1653339326911,101,345.0,NEW HAVEN,6,0,0.0,0,0,ISONE
107030,Wind,917,2051,846.0,44.1192301367207,-73.1653339326911,101,345.0,NEW HAVEN,6,0,0.0,0,0,ISONE
107050,Solar,577,2051,1282.60199691,42.968149453,-72.6523113649999,101,345.0,NEWFANE,6,0,0.0,0,0,ISONE
107050,Wind,918,2051,522.0,42.968149453,-72.6523113649999,101,345.0,NEWFANE,6,0,0.0,0,0,ISONE
110757,Solar,578,2051,106.0004285,42.445119596,-71.266347336,101,345.0,LEXINGTON,6,0,0.0,0,0,ISONE
110785,Solar,579,2051,1832.4084515,42.059752,-71.515333,101,345.0,ANP BLACKSTN,6,0,0.0,0,0,ISONE
110901,Solar,580,2046,78.7109748,42.2,-71.0,101,115.0,EDGAR,6,0,0.0,0,0,ISONE
110901,Solar,580,2051,78.7109748,42.2,-71.0,101,115.0,EDGAR,6,0,0.0,0,0,ISONE
111193,Solar,581,2046,20.33712246,41.7694,-70.5097,101,345.0,CANAL,6,0,0.0,0,1,ISONE
111193,Solar,581,2051,20.33712246,41.7694,-70.5097,101,345.0,CANAL,6,0,0.0,0,1,ISONE
111204,Solar,582,2046,82.14768457,41.5636900110001,-70.611486433,101,115.0,FALMOUTH 115,6,0,0.0,0,1,ISONE
