scen,from,to,lid,year,level,marginal,bus,latitude_i,longitude_i,area_i,baskv_i,bus_name_i,ord_i,isbb_i,isei_i,islf_i,ispoi_i,iso_i,latitude_j,longitude_j,area_j,baskv_j,bus_name_j,ord_j,isbb_j,isei_j,islf_j,ispoi_j,iso_j,order_from,order_to,islf,isrc,isosg
1,119077,119209,291,2051,34.899788941384145,0.0,119077,41.770211673,-72.5575565909999,101,345.0,MANCHESTER,6,0,0.0,0,0,ISONE,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119077,119233,292,2041,15.946863108150957,0.0,119077,41.770211673,-72.5575565909999,101,345.0,MANCHESTER,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119077,119233,292,2046,32.32238345339209,0.0,119077,41.770211673,-72.5575565909999,101,345.0,MANCHESTER,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119077,119233,292,2051,199.8534110599389,0.0,119077,41.770211673,-72.5575565909999,101,345.0,MANCHESTER,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119077,120641,293,2051,51.07023738936775,0.0,119077,41.770211673,-72.5575565909999,101,345.0,MANCHESTER,6,0,0.0,0,0,ISONE,41.318622,-72.389964,101,115.0,BOKUM,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119103,119209,295,2051,13.560772512981785,0.0,119103,41.854459721,-72.5285726429999,101,345.0,BARBOUR HILL,6,0,0.0,0,0,ISONE,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119103,119233,296,2046,12.531831217794249,0.0,119103,41.854459721,-72.5285726429999,101,345.0,BARBOUR HILL,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119103,119233,296,2051,68.76158556562173,0.0,119103,41.854459721,-72.5285726429999,101,345.0,BARBOUR HILL,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119116,119209,297,2051,9.901445849425308,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119116,119233,298,2046,4.874027459212031,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119116,119233,298,2051,230.08192515536953,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119116,119246,299,2046,3.637901972237003,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119116,119246,299,2051,46.045530926429294,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119116,120641,300,2051,18.237609628669276,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.318622,-72.389964,101,115.0,BOKUM,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119116,121046,301,2051,32.71529438913713,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.52421163,-73.039906512,101,115.0,BALDWIN_1843,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119116,121060,302,2051,62.26263644582565,0.0,119116,41.891236703,-72.7581140319999,101,345.0,N-BLOOMFIELD,6,0,0.0,0,0,ISONE,41.48339,-73.122248,101,115.0,TOWANTIC,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119129,119142,303,2036,237.0463491227574,0.0,119129,41.55323,-72.5969,101,345.0,KLEEN,6,0,0.0,0,0,ISONE,41.510368717,-72.5697085499999,101,345.0,SCOVILLE RCK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119129,119142,303,2041,261.23135353772864,0.0,119129,41.55323,-72.5969,101,345.0,KLEEN,6,0,0.0,0,0,ISONE,41.510368717,-72.5697085499999,101,345.0,SCOVILLE RCK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119129,119142,303,2046,482.3894285958904,0.0,119129,41.55323,-72.5969,101,345.0,KLEEN,6,0,0.0,0,0,ISONE,41.510368717,-72.5697085499999,101,345.0,SCOVILLE RCK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119129,119142,303,2051,2274.7428191787376,0.0,119129,41.55323,-72.5969,101,345.0,KLEEN,6,0,0.0,0,0,ISONE,41.510368717,-72.5697085499999,101,345.0,SCOVILLE RCK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119142,119233,305,2046,266.62237479157034,0.0,119142,41.510368717,-72.5697085499999,101,345.0,SCOVILLE RCK,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119142,119233,305,2051,1399.5366935039663,0.0,119142,41.510368717,-72.5697085499999,101,345.0,SCOVILLE RCK,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119142,123654,306,2051,562.9113966190589,0.0,119142,41.510368717,-72.5697085499999,101,345.0,SCOVILLE RCK,6,0,0.0,0,0,ISONE,41.287988,-72.904363,101,345.0,E SHORE_TAP,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119168,119180,307,2041,403.7932156537713,0.0,119168,41.428603228,-72.1040913619999,101,345.0,HADDAM NECK,6,0,0.0,0,0,ISONE,41.4288787858345,-72.1039268580484,101,345.0,MONTVILE_364,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119168,119180,307,2046,289.8215543972574,0.0,119168,41.428603228,-72.1040913619999,101,345.0,HADDAM NECK,6,0,0.0,0,0,ISONE,41.4288787858345,-72.1039268580484,101,345.0,MONTVILE_364,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119168,119180,307,2051,1151.8989078332456,0.0,119168,41.428603228,-72.1040913619999,101,345.0,HADDAM NECK,6,0,0.0,0,0,ISONE,41.4288787858345,-72.1039268580484,101,345.0,MONTVILE_364,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119168,119220,308,2051,984.6674262722363,0.0,119168,41.428603228,-72.1040913619999,101,345.0,HADDAM NECK,6,0,0.0,0,0,ISONE,41.48924,-72.75496,101,345.0,BESECK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119180,119194,309,2051,720.3241752422064,0.0,119180,41.4288787858345,-72.1039268580484,101,345.0,MONTVILE_364,6,0,0.0,0,1,ISONE,41.3107,-72.1677,101,345.0,MILLSTONE,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119194,119209,310,2036,198.4001419968511,0.0,119194,41.3107,-72.1677,101,345.0,MILLSTONE,6,0,0.0,0,1,ISONE,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119194,119209,310,2041,359.1436378558826,0.0,119194,41.3107,-72.1677,101,345.0,MILLSTONE,6,0,0.0,0,1,ISONE,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119194,119209,310,2046,216.41495720545254,0.0,119194,41.3107,-72.1677,101,345.0,MILLSTONE,6,0,0.0,0,1,ISONE,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119194,119209,310,2051,1431.4539158557923,0.0,119194,41.3107,-72.1677,101,345.0,MILLSTONE,6,0,0.0,0,1,ISONE,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119209,119220,311,2041,245.32467364595914,0.0,119209,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,41.48924,-72.75496,101,345.0,BESECK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119209,119220,311,2046,403.58858662453076,0.0,119209,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,41.48924,-72.75496,101,345.0,BESECK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119209,119220,311,2051,1266.315350644043,0.0,119209,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,41.48924,-72.75496,101,345.0,BESECK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119209,119233,312,2046,9.295338030272205,0.0,119209,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119209,119233,312,2051,44.9247843278452,0.0,119209,41.460894,-72.4774131,101,345.0,HADDAM,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119220,119233,314,2051,265.54142563517007,0.0,119220,41.48924,-72.75496,101,345.0,BESECK,6,0,0.0,0,0,ISONE,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119220,119389,315,2046,290.22182108085883,0.0,119220,41.48924,-72.75496,101,345.0,BESECK,6,0,0.0,0,0,ISONE,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119220,119389,315,2051,1769.1327904707405,0.0,119220,41.48924,-72.75496,101,345.0,BESECK,6,0,0.0,0,0,ISONE,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119233,119246,316,2036,81.57511962687393,0.0,119233,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119233,119246,316,2041,479.98688562888265,0.0,119233,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119233,119246,316,2046,375.86067485939225,0.0,119233,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119233,119246,316,2051,1802.210765525106,0.0,119233,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119233,121046,320,2051,35.59976031144208,0.0,119233,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,41.52421163,-73.039906512,101,115.0,BALDWIN_1843,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119233,121060,321,2051,81.36021780509219,0.0,119233,41.588438884,-72.8664149229999,101,345.0,SOUTHINGTON,6,0,0.0,0,0,ISONE,41.48339,-73.122248,101,115.0,TOWANTIC,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119246,119259,323,2036,26.517616491853687,0.0,119246,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119246,119259,323,2041,359.17613685218885,0.0,119246,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119246,119259,323,2046,477.2287118862994,0.0,119246,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119246,119259,323,2051,1423.0297716806806,0.0,119246,41.612508878,-73.0606832899999,101,345.0,FROST BRIDGE,6,0,0.0,0,0,ISONE,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119259,119363,326,2051,369.40195997120577,0.0,119259,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,41.127294228,-73.428585547,101,345.0,NORWALK_J,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119259,119480,327,2051,4.619650614247032,0.0,119259,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119259,128668,331,2036,21.761827170037805,0.0,119259,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,41.6748898581951,-73.5764867927843,7,345.0,DOVER PAR,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,119259,128668,331,2041,637.1797463744838,0.0,119259,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,41.6748898581951,-73.5764867927843,7,345.0,DOVER PAR,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,119259,128668,331,2046,1028.5297387242786,0.0,119259,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,41.6748898581951,-73.5764867927843,7,345.0,DOVER PAR,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,119259,128668,331,2051,2092.0222539170254,0.0,119259,41.620417195,-73.4422415189999,101,345.0,LONG MTN,6,0,0.0,0,0,ISONE,41.6748898581951,-73.5764867927843,7,345.0,DOVER PAR,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,119363,119480,332,2051,611.3325535484369,0.0,119363,41.127294228,-73.428585547,101,345.0,NORWALK_J,6,0,0.0,0,0,ISONE,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119363,121400,335,2041,0.3171918074567657,0.0,119363,41.127294228,-73.428585547,101,345.0,NORWALK_J,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119363,121400,335,2046,2.9875824991496103,0.0,119363,41.127294228,-73.428585547,101,345.0,NORWALK_J,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119363,121400,335,2051,26.690318504933146,0.0,119363,41.127294228,-73.428585547,101,345.0,NORWALK_J,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119389,119480,336,2036,23.946071028164653,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119389,119480,336,2041,19.834232406664754,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119389,119480,336,2046,31.06388333102535,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119389,119480,336,2051,112.23664592435193,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,119389,123630,338,2036,511.5164843543566,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119389,123630,338,2041,217.4916876880516,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119389,123630,338,2046,87.67043038267468,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119389,123630,338,2051,1550.7137280491488,0.0,119389,41.227753506,-73.0985232189999,101,345.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,121400,341,2036,26.918250421641943,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,121400,341,2041,64.57370432768823,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,121400,341,2046,23.890376974056267,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,121400,341,2051,402.66126914938275,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,123630,342,2036,212.7188281156632,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,123630,342,2041,256.4777119292239,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,123630,342,2046,538.9488501451842,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,119480,123630,342,2051,1278.749070001877,0.0,119480,41.127294228,-73.4285855469999,101,345.0,NORWALK,6,0,0.0,0,0,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,120812,121060,346,2051,5.29634821442238,0.0,120812,41.208899,-73.107183,101,115.0,DEVON-1,6,0,0.0,0,1,ISONE,41.48339,-73.122248,101,115.0,TOWANTIC,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,120812,121400,347,2051,117.58317718093747,0.0,120812,41.208899,-73.107183,101,115.0,DEVON-1,6,0,0.0,0,1,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,120830,121400,350,2051,30.8842593958112,0.0,120830,41.227753506,-73.0985232189999,101,115.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,120830,123654,352,2051,13.683141949009723,0.0,120830,41.227753506,-73.0985232189999,101,115.0,EAST DEVON,6,0,0.0,0,0,ISONE,41.287988,-72.904363,101,345.0,E SHORE_TAP,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,121060,121400,354,2051,7.591664370855661,0.0,121060,41.48339,-73.122248,101,115.0,TOWANTIC,6,0,0.0,0,0,ISONE,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,121400,121406,355,2036,445.82103315794825,0.0,121400,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,41.080686,-73.428865,101,138.0,NORWALK HRBR,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,121400,121406,355,2051,249.11909966538838,0.0,121400,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,41.080686,-73.428865,101,138.0,NORWALK HRBR,6,0,0.0,0,0,ISONE,6,6,False,False,False
1,121400,123630,356,2036,6.15126572162842,0.0,121400,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,121400,123630,356,2041,10.251770843719868,0.0,121400,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,121400,123630,356,2046,6.516555659521799,0.0,121400,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,121400,123630,356,2051,76.58638397186061,0.0,121400,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,41.1724011,-73.1849241,101,345.0,BRPT HRBR 5,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,121400,123654,357,2051,34.27956484920452,0.0,121400,41.080686,-73.428865,101,115.0,NORWALK HRBR,6,0,0.0,0,1,ISONE,41.287988,-72.904363,101,345.0,E SHORE_TAP,6,0,0.0,0,1,ISONE,6,6,False,False,False
1,121406,129341,358,2036,587.9615339771341,0.0,121406,41.080686,-73.428865,101,138.0,NORWALK HRBR,6,0,0.0,0,0,ISONE,40.923891,-73.341282,11,138.0,NRTHPRT1,6,0,0.0,0,1,NYISO,6,6,False,False,False
1,121406,129341,358,2051,247.08218282623147,0.0,121406,41.080686,-73.428865,101,138.0,NORWALK HRBR,6,0,0.0,0,0,ISONE,40.923891,-73.341282,11,138.0,NRTHPRT1,6,0,0.0,0,1,NYISO,6,6,False,False,False
1,125001,125002,360,2046,588.4397702534833,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.5716331786993,-73.9746583079408,7,345.0,ROSETON,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,125002,360,2051,1464.304394171712,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.5716331786993,-73.9746583079408,7,345.0,ROSETON,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,126181,362,2051,35.93217174533001,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.93669,-74.04765,7,345.0,SV2,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,126250,363,2046,3.89816946185411,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.2652262814049,-73.8578663984707,7,500.0,RAMAPO 5,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,126250,363,2051,192.1746562512635,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.2652262814049,-73.8578663984707,7,500.0,RAMAPO 5,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,126281,365,2046,3.806743009507695,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.5680817828293,-73.8345506097638,8,345.0,E FISHKILL,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,126281,365,2051,18.600875052640404,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.5680817828293,-73.8345506097638,8,345.0,E FISHKILL,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,126879,367,2051,709.551879743804,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.311565206,-74.2599492949999,7,345.0,SUGARLOAF,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,146752,369,2051,304.51892742994767,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.084512906,-74.1461131459999,7,345.0,SMAHWAH1,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125001,217063,372,2051,247.69673603356205,0.0,125001,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO,41.0167,-74.1253,231,345.0,WALDWICK,6,0,0.0,0,0,PJM,6,6,False,False,False
1,125002,126181,373,2051,9.02800165300323,0.0,125002,41.5716331786993,-73.9746583079408,7,345.0,ROSETON,6,0,0.0,0,0,NYISO,41.93669,-74.04765,7,345.0,SV2,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125002,126281,374,2051,1315.3515508067571,0.0,125002,41.5716331786993,-73.9746583079408,7,345.0,ROSETON,6,0,0.0,0,0,NYISO,41.5680817828293,-73.8345506097638,8,345.0,E FISHKILL,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125080,126281,376,2046,0.19571792161036683,0.0,125080,41.5722426299099,-73.974910324361,7,115.0,DANSK-N,6,0,0.0,0,0,NYISO,41.5680817828293,-73.8345506097638,8,345.0,E FISHKILL,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,125080,128284,380,2051,18.233333883598732,0.0,125080,41.5722426299099,-73.974910324361,7,115.0,DANSK-N,6,0,0.0,0,0,NYISO,41.6753515739985,-73.5795107540447,7,345.0,CRICKET VLLY,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,126181,137452,386,2051,46.11971607139321,0.0,126181,41.93669,-74.04765,7,345.0,SV2,6,0,0.0,0,0,NYISO,42.609185554,-73.9041995889999,6,345.0,N.SCOT77,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,126181,138019,389,2051,13.071043067989734,0.0,126181,41.93669,-74.04765,7,345.0,SV2,6,0,0.0,0,0,NYISO,42.570026345,-73.8788067409999,6,345.0,KNICKERBOCKR,6,0,0.0,0,0,NYISO,6,6,False,False,False
1,126250,126267,391,2046,11.920459425775391,0.0,126250,41.2652262814049,-73.8578663984707,7,500.0,RAMAPO 5,6,0,0.0,0,0,NYISO,41.050383967,-73.8089605939999,9,345.0,E VIEW 2N,6,0,0.0,0,0,NYISO,6,6,False,False,False
