scen,bus,tech,gid,year,level,marginal,latitude,longitude,area,baskv,bus_name,ord,isbb,isei,islf,ispoi,iso
1,104494,GasST,304,2036,19.5,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,GasST,304,2041,19.5,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,GasST,304,2046,19.5,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,GasST,304,2051,19.5,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,Solar,572,2046,17.090331533857615,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,Solar,572,2051,2459.4821156,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,Wind,913,2031,24.0,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,Wind,913,2036,24.0,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,Wind,913,2041,24.0,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,Wind,913,2046,24.0,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104494,Wind,913,2051,534.0,0.0,43.140607974,-71.4700743449999,101,115.0,MERRIMACK-1,6,0,0.0,0,0,ISONE
1,104781,CC,20,2031,265.0,0.0,42.891367039,-71.431977022,101,115.0,WATTS BROOK,6,0,0.0,0,0,ISONE
1,104781,CC,20,2036,265.0,0.0,42.891367039,-71.431977022,101,115.0,WATTS BROOK,6,0,0.0,0,0,ISONE
1,104781,CC,20,2041,265.0,0.0,42.891367039,-71.431977022,101,115.0,WATTS BROOK,6,0,0.0,0,0,ISONE
1,104781,CC,20,2046,265.0,0.0,42.891367039,-71.431977022,101,115.0,WATTS BROOK,6,0,0.0,0,0,ISONE
1,104781,CC,20,2051,265.0,0.0,42.891367039,-71.431977022,101,115.0,WATTS BROOK,6,0,0.0,0,0,ISONE
1,106012,CC,21,2031,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,CC,21,2036,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,CC,21,2041,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,CC,21,2046,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,CC,21,2051,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
