scen,from,to,lid,year,level,bus,latitude_i,longitude_i,area_i,baskv_i,bus_name_i,ord_i,isbb_i,isei_i,islf_i,ispoi_i,iso_i,latitude_j,longitude_j,area_j,baskv_j,bus_name_j,ord_j,isbb_j,isei_j,islf_j,ispoi_j,iso_j
1,121,108,2777,2036,138.0767558528429,121,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT,40.9366116474799,-71.0500484333377,0,,,3,0,1.0,0,0,OUT
1,121,108,2777,2041,206.4808289536553,121,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT,40.9366116474799,-71.0500484333377,0,,,3,0,1.0,0,0,OUT
1,121,108,2777,2046,368.5503549245781,121,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT,40.9366116474799,-71.0500484333377,0,,,3,0,1.0,0,0,OUT
1,121,108,2777,2051,7610.231764492071,121,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT,40.9366116474799,-71.0500484333377,0,,,3,0,1.0,0,0,OUT
1,121,109,2778,2041,13.28296703296678,121,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT,40.5908445785431,-70.5585554899038,0,,,3,0,1.0,0,0,OUT
1,121,109,2778,2046,4339.51166197592,121,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT,40.5908445785431,-70.5585554899038,0,,,3,0,1.0,0,0,OUT
1,121,109,2778,2051,7747.91601255887,121,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT,40.5908445785431,-70.5585554899038,0,,,3,0,1.0,0,0,OUT
1,123,122,2870,2041,1828.4119879221187,123,32.9843259983558,-78.9664537030963,0,,,3,0,1.0,0,0,OUT,33.503336416697,-78.26666748113,0,,,3,0,1.0,0,0,OUT
1,123,122,2870,2046,5773.0175254346905,123,32.9843259983558,-78.9664537030963,0,,,3,0,1.0,0,0,OUT,33.503336416697,-78.26666748113,0,,,3,0,1.0,0,0,OUT
1,123,122,2870,2051,7821.594642668362,123,32.9843259983558,-78.9664537030963,0,,,3,0,1.0,0,0,OUT,33.503336416697,-78.26666748113,0,,,3,0,1.0,0,0,OUT
1,124,122,2869,2036,1468.9733124018837,124,34.0643667754817,-77.0133078765409,0,,,3,0,1.0,0,0,OUT,33.503336416697,-78.26666748113,0,,,3,0,1.0,0,0,OUT
1,124,122,2869,2041,2474.380395054042,124,34.0643667754817,-77.0133078765409,0,,,3,0,1.0,0,0,OUT,33.503336416697,-78.26666748113,0,,,3,0,1.0,0,0,OUT
1,124,122,2869,2046,4062.172745753428,124,34.0643667754817,-77.0133078765409,0,,,3,0,1.0,0,0,OUT,33.503336416697,-78.26666748113,0,,,3,0,1.0,0,0,OUT
1,124,122,2869,2051,5480.155704173192,124,34.0643667754817,-77.0133078765409,0,,,3,0,1.0,0,0,OUT,33.503336416697,-78.26666748113,0,,,3,0,1.0,0,0,OUT
1,125,110,2817,2036,2640.038628762542,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,39.8853251947672,-73.3140130629404,0,,,3,0,1.0,0,0,OUT
1,125,110,2817,2041,4537.069696607739,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,39.8853251947672,-73.3140130629404,0,,,3,0,1.0,0,0,OUT
1,125,110,2817,2046,13060.746122751061,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,39.8853251947672,-73.3140130629404,0,,,3,0,1.0,0,0,OUT
1,125,110,2817,2051,29860.060820529205,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,39.8853251947672,-73.3140130629404,0,,,3,0,1.0,0,0,OUT
1,125,121,2815,2036,1292.3463210702344,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT
1,125,121,2815,2041,2164.2746655518395,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT
1,125,121,2815,2046,8597.083756030934,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT
1,125,121,2815,2051,23053.278211833553,125,40.1458719336099,-72.5108974859011,0,,,3,0,1.0,0,0,OUT,40.5378047558547,-71.9359223364255,0,,,3,0,1.0,0,0,OUT
1,1002,100086,2677,2036,1375.204571360317,1002,43.9522629,-69.6924591,0,,,4,0,0.0,1,0,OUT,43.953587301,-69.695438179,101,345.0,MAINE YANKEE,6,0,0.0,0,1,ISONE
1,1002,100086,2677,2041,2572.0832073632055,1002,43.9522629,-69.6924591,0,,,4,0,0.0,1,0,OUT,43.953587301,-69.695438179,101,345.0,MAINE YANKEE,6,0,0.0,0,1,ISONE
1,1002,100086,2677,2046,2572.0832073632055,1002,43.9522629,-69.6924591,0,,,4,0,0.0,1,0,OUT,43.953587301,-69.695438179,101,345.0,MAINE YANKEE,6,0,0.0,0,1,ISONE
1,1002,100086,2677,2051,2572.0832073632055,1002,43.9522629,-69.6924591,0,,,4,0,0.0,1,0,OUT,43.953587301,-69.695438179,101,345.0,MAINE YANKEE,6,0,0.0,0,1,ISONE
